issn_l,esac_publisher
0276-1165,IEEE
0276-1173,IEEE
0277-6243,IEEE
0277-626X,IEEE
0277-6278,IEEE
0278-0054,IEEE
0360-6449,IEEE
0361-1000,IEEE
0364-7188,IEEE
0367-7508,IEEE
0367-9950,IEEE
0536-1516,IEEE
0536-1524,IEEE
0536-1532,IEEE
0536-1540,IEEE
0536-1559,IEEE
0536-1567,IEEE
0700-9216,IEEE
0731-5996,IEEE
0739-5175,IEEE
0740-7467,IEEE
0740-7475,IEEE
0748-612X,IEEE
0882-4959,IEEE
0882-4967,IEEE
0885-9000,IEEE
0893-6706,IEEE
0893-7141,IEEE
0893-7869,IEEE
0895-0156,IEEE
0950-3366,IEEE
0953-5683,IEEE
1042-296X,IEEE
1045-9227,IEEE
1045-9235,IEEE
1051-8207,IEEE
1055-6877,IEEE
1057-7122,IEEE
1057-7130,IEEE
1063-6528,IEEE
1063-6552,IEEE
1063-6676,IEEE
1070-9886,IEEE
1070-9894,IEEE
1070-9916,IEEE
1070-9924,IEEE
1083-4400,IEEE
1083-4419,IEEE
1083-4427,IEEE
1089-7089,IEEE
1089-7771,IEEE
1092-3063,IEEE
1094-6977,IEEE
1094-7167,IEEE
1097-2102,IEEE
1098-4232,IEEE
1521-3323,IEEE
1521-3331,IEEE
1521-334X,IEEE
1540-7985,IEEE
1541-4922,IEEE
1551-319X,IEEE
1558-1888,IEEE
1558-7916,IEEE
1673-5447,IEEE
1743-694X,IEEE
1750-9637,IEEE
1943-0604,IEEE
1943-0620,IEEE
1943-068X,IEEE
2150-1394,IEEE
2162-2264,IEEE
2168-0175,IEEE
2168-0221,IEEE
2168-0337,IEEE
2168-0361,IEEE
2168-0515,IEEE
2168-0639,IEEE
2168-0728,IEEE
2168-1619,IEEE
2168-1694,IEEE
2168-1740,IEEE
2168-1856,IEEE
2168-1899,IEEE
2168-2704,IEEE
2168-2763,IEEE
2168-2798,IEEE
2168-2968,IEEE
2168-3018,IEEE
2168-3050,IEEE
2168-3085,IEEE
2168-3506,IEEE
2168-3670,IEEE
2325-6095,IEEE
2332-7715,IEEE
2332-7766,IEEE
2509-3312,IEEE
2573-9689,IEEE
8756-2324,IEEE
2399-7532,IOP Publishing
0253-6102,IOP Publishing
0953-8585,IOP Publishing
1009-0630,IOP Publishing
1091-8213,IOP Publishing
1674-4527,IOP Publishing
1674-4926,IOP Publishing
1938-5862,IOP Publishing
2043-6262,IOP Publishing
0036-021X,IOP Publishing
0036-0279,IOP Publishing
0256-307X,IOP Publishing
1063-7818,IOP Publishing
1063-7869,IOP Publishing
1064-5616,IOP Publishing
1064-5632,IOP Publishing
1674-1056,IOP Publishing
1674-1137,IOP Publishing
0022-3689,IOP Publishing
0022-3700,IOP Publishing
0022-3719,IOP Publishing
0022-3735,IOP Publishing
0025-5726,IOP Publishing
0025-5734,IOP Publishing
0029-4780,IOP Publishing
0031-9112,IOP Publishing
0032-1028,IOP Publishing
0034-6683,IOP Publishing
0038-5670,IOP Publishing
0049-1748,IOP Publishing
0143-0815,IOP Publishing
0150-536X,IOP Publishing
0260-2814,IOP Publishing
0301-0015,IOP Publishing
0305-4470,IOP Publishing
0305-4608,IOP Publishing
0305-4616,IOP Publishing
0305-4624,IOP Publishing
0335-7368,IOP Publishing
0368-3281,IOP Publishing
0370-1298,IOP Publishing
0370-1301,IOP Publishing
0370-1328,IOP Publishing
0508-3443,IOP Publishing
0950-7671,IOP Publishing
0954-8998,IOP Publishing
0959-5309,IOP Publishing
0963-9659,IOP Publishing
0967-1846,IOP Publishing
1004-423X,IOP Publishing
1009-1963,IOP Publishing
1009-9271,IOP Publishing
1355-5111,IOP Publishing
1464-4258,IOP Publishing
1464-4266,IOP Publishing
1475-4878,IOP Publishing
1478-7814,IOP Publishing
1749-4699,IOP Publishing
2053-1613,IOP Publishing
2057-1739,IOP Publishing
2212-8794,IOS Press
2452-0063,John Benjamins Publishing
0015-5713,Karger
0006-3126,Karger
0028-2766,Karger
0031-8388,Karger
0177-9990,Karger
0301-0163,Karger
0378-584X,Karger
1422-2795,Karger
1422-9528,Karger
1464-1801,Karger
1661-4119,Karger
1661-6499,Karger
1662-6664,Karger
1012-8204,Karger
0002-9165,Oxford University Press
0003-4878,Oxford University Press
0022-3166,Oxford University Press
0148-396X,Oxford University Press
1084-2020,Oxford University Press
1084-5453,Oxford University Press
2161-8313,Oxford University Press
2332-4252,Oxford University Press
0007-0882,Oxford University Press
0021-8723,Oxford University Press
0037-3222,Oxford University Press
0037-8046,Oxford University Press
0043-3810,Oxford University Press
0084-4144,Oxford University Press
0360-7283,Oxford University Press
1052-6773,Oxford University Press
1070-5309,Oxford University Press
1077-4254,Oxford University Press
1366-8781,Oxford University Press
1532-8759,Oxford University Press
1740-9705,Oxford University Press
1746-5702,Oxford University Press
0888-8809,Oxford University Press
2378-8321,Oxford University Press
0021-8847,Oxford University Press
1756-5901,Royal Society of Chemistry
1350-7583,Royal Society of Chemistry
0027-9501,Sage
0148-3331,Sage
0394-9362,Sage
1933-7191,Sage
2168-4790,Sage
0272-4987,Sage
1320-1646,Sage
0020-3483,Sage
0022-2542,Sage
0046-2039,Sage
0263-7154,Sage
0367-8822,Sage
0367-8849,Sage
0369-9838,Sage
0534-283X,Sage
0962-144X,Sage
1356-2622,Sage
1740-3499,Sage
0885-7288,Sage
1050-6586,Sage
1080-5699,Sage
1089-3504,Sage
1355-7610,Sage
2051-0136,Sage
1865-4908,Springer Nature
2520-8071,Springer Nature
0251-2513,Springer Nature
0922-6567,Springer Nature
0934-5043,Springer Nature
1385-9587,Springer Nature
1861-2032,Springer Nature
1995-820X,Springer Nature
2052-773X,Springer Nature
2364-9461,Springer Nature
2365-631X,Springer Nature
2524-8510,Springer Nature
0018-0092,Springer Nature
0019-5294,Springer Nature
0029-8948,Springer Nature
0049-7835,Springer Nature
0091-0627,Springer Nature
0343-5377,Springer Nature
0895-4852,Springer Nature
0936-5931,Springer Nature
0972-656X,Springer Nature
1042-1467,Springer Nature
1148-5493,Springer Nature
1167-1122,Springer Nature
1173-5503,Springer Nature
1354-2516,Springer Nature
1432-9360,Springer Nature
1435-6163,Springer Nature
1556-3316,Springer Nature
1616-2455,Springer Nature
1802-9698,Springer Nature
1862-5363,Springer Nature
1867-6936,Springer Nature
1869-5744,Springer Nature
1948-7908,Springer Nature
1995-0780,Springer Nature
2079-9780,Springer Nature
2194-072X,Springer Nature
2195-8262,Springer Nature
2197-4306,Springer Nature
2228-5547,Springer Nature
2250-3390,Springer Nature
2251-7227,Springer Nature
2363-507X,Springer Nature
2366-0120,Springer Nature
2509-4637,Springer Nature
2510-1161,Springer Nature
2510-3008,Springer Nature
0158-9938,Springer Nature
1319-8025,Springer Nature
1550-8943,Springer Nature
1555-4961,Springer Nature
0020-5214,Springer Nature
0023-0561,Springer Nature
1598-2386,Springer Nature
1613-3633,Springer Nature
1863-2637,Springer Nature
2366-3278,Springer Nature
0001-2785,Springer Nature
0024-8525,Springer Nature
0940-8789,Springer Nature
1098-3600,Springer Nature
1619-1919,Springer Nature
1862-1791,Springer Nature
1865-4827,Springer Nature
2192-2624,Springer Nature
2192-9076,Springer Nature
2192-9114,Springer Nature
2522-0675,Springer Nature
2524-8774,Springer Nature
2524-8782,Springer Nature
2524-8804,Springer Nature
2731-3263,Springer Nature
1471-0056,Springer Nature
1471-0072,Springer Nature
1474-1733,Springer Nature
1474-1776,Springer Nature
1740-1526,Springer Nature
1759-4758,Springer Nature
1759-4790,Springer Nature
1759-4812,Springer Nature
1759-5029,Springer Nature
1759-5045,Springer Nature
1759-5061,Springer Nature
1443-2471,Taylor and Francis
0030-8269,Taylor and Francis
0041-1450,Taylor and Francis
0146-0862,Taylor and Francis
0256-0054,Taylor and Francis
0364-3107,Taylor and Francis
0371-7453,Taylor and Francis
0371-9553,Taylor and Francis
0740-817X,Taylor and Francis
0890-0523,Taylor and Francis
0899-7225,Taylor and Francis
0958-5206,Taylor and Francis
1017-0669,Taylor and Francis
1026-8049,Taylor and Francis
1059-0501,Taylor and Francis
1064-1262,Taylor and Francis
1366-879X,Taylor and Francis
1404-3858,Taylor and Francis
1461-6718,Taylor and Francis
1468-2753,Taylor and Francis
1474-9009,Taylor and Francis
1477-3996,Taylor and Francis
1522-8967,Taylor and Francis
1553-8605,Taylor and Francis
1741-5977,Taylor and Francis
1745-0144,Taylor and Francis
1812-8602,Taylor and Francis
1939-8441,Taylor and Francis
1948-8300,Taylor and Francis
2157-7323,Taylor and Francis
2193-1674,Taylor and Francis
2376-1407,Taylor and Francis
0001-8732,Taylor and Francis
0010-7514,Taylor and Francis
0019-4506,Taylor and Francis
0035-7529,Taylor and Francis
0269-3445,Taylor and Francis
0701-1784,Taylor and Francis
0889-311X,Taylor and Francis
0972-060X,Taylor and Francis
1939-3210,Taylor and Francis
2168-0396,Taylor and Francis
2229-7928,Taylor and Francis
2231-1866,Taylor and Francis
0268-2621,Taylor and Francis
0303-3910,Taylor and Francis
0306-0497,Taylor and Francis
1079-6126,Taylor and Francis
1993-4270,Taylor and Francis
1757-1472,Taylor and Francis
2001-6824,Taylor and Francis
2049-761X,Taylor and Francis
2151-4399,Taylor and Francis
0003-4983,Taylor and Francis
0003-942X,Taylor and Francis
0031-8086,Taylor and Francis
0092-7678,Taylor and Francis
0141-8610,Taylor and Francis
0169-0965,Taylor and Francis
0257-7615,Taylor and Francis
0305-6244,Taylor and Francis
0368-0770,Taylor and Francis
0372-0187,Taylor and Francis
0734-9165,Taylor and Francis
0743-8613,Taylor and Francis
0748-4623,Taylor and Francis
0883-7570,Taylor and Francis
0896-3576,Taylor and Francis
0938-6491,Taylor and Francis
0954-4127,Taylor and Francis
0960-3107,Taylor and Francis
1011-3436,Taylor and Francis
1024-5286,Taylor and Francis
1029-3574,Taylor and Francis
1046-669X,Taylor and Francis
1050-7051,Taylor and Francis
1052-214X,Taylor and Francis
1061-1991,Taylor and Francis
1066-9922,Taylor and Francis
1068-6061,Taylor and Francis
1069-2533,Taylor and Francis
1071-4839,Taylor and Francis
1088-9388,Taylor and Francis
1091-1367,Taylor and Francis
1094-608X,Taylor and Francis
1097-203X,Taylor and Francis
1229-7119,Taylor and Francis
1351-4393,Taylor and Francis
1360-6719,Taylor and Francis
1364-2804,Taylor and Francis
1364-2812,Taylor and Francis
1368-9886,Taylor and Francis
1384-1289,Taylor and Francis
1440-1266,Taylor and Francis
1461-667X,Taylor and Francis
1464-9888,Taylor and Francis
1471-8804,Taylor and Francis
1479-053X,Taylor and Francis
1520-8834,Taylor and Francis
1539-0934,Taylor and Francis
1744-6546,Taylor and Francis
1749-8341,Taylor and Francis
1753-3031,Taylor and Francis
0146-1109,Taylor and Francis
0269-0403,Taylor and Francis
0737-5034,Taylor and Francis
1464-9055,Taylor and Francis
1476-6086,Taylor and Francis
1758-6801,Taylor and Francis
1931-5775,Taylor and Francis
2374-4006,Taylor and Francis
2380-2693,Taylor and Francis
0018-6368,Taylor and Francis
0163-9366,Taylor and Francis
0843-5243,Taylor and Francis
0897-5353,Taylor and Francis
0908-4282,Taylor and Francis
0916-8451,Taylor and Francis
0954-1446,Taylor and Francis
0968-7688,Taylor and Francis
1446-7984,Taylor and Francis
0045-5091,Taylor and Francis
0193-7774,Taylor and Francis
0276-3893,Taylor and Francis
0276-3915,Taylor and Francis
0737-769X,Taylor and Francis
0832-2473,Taylor and Francis
0958-5176,Taylor and Francis
1004-2857,Taylor and Francis
1023-697X,Taylor and Francis
1434-4599,Taylor and Francis
1466-0466,Taylor and Francis
1471-5880,Taylor and Francis
1472-3808,Taylor and Francis
1598-0634,Taylor and Francis
1748-2941,Taylor and Francis
1752-7260,Taylor and Francis
1754-2871,Taylor and Francis
1755-0920,Taylor and Francis
1758-3489,Taylor and Francis
2048-8432,Taylor and Francis
2055-7132,Taylor and Francis
2169-3293,Taylor and Francis
2169-9763,Taylor and Francis
2375-4745,Taylor and Francis
0441-6651,Taylor and Francis
0739-3180,Taylor and Francis
0039-6338,Taylor and Francis
1573-5214,Taylor and Francis
0075-0778,Taylor and Francis
0196-0075,Taylor and Francis
0590-8876,Taylor and Francis
0962-7251,Taylor and Francis
1026-7735,Taylor and Francis
1055-6796,Taylor and Francis
1060-1333,Taylor and Francis
1077-3525,Taylor and Francis
1079-8587,Taylor and Francis
1087-4208,Taylor and Francis
1091-3211,Taylor and Francis
1439-9776,Taylor and Francis
1448-7136,Taylor and Francis
1521-5385,Taylor and Francis
1524-0754,Taylor and Francis
1528-817X,Taylor and Francis
1533-2586,Taylor and Francis
1536-710X,Taylor and Francis
1548-7776,Taylor and Francis
1556-035X,Taylor and Francis
1558-8742,Taylor and Francis
1740-7141,Taylor and Francis
1746-5095,Taylor and Francis
1747-7166,Taylor and Francis
1750-1679,Taylor and Francis
1752-1742,Taylor and Francis
1752-3273,Taylor and Francis
1753-6146,Taylor and Francis
1754-730X,Taylor and Francis
1779-7179,Taylor and Francis
1833-4105,Taylor and Francis
1834-0806,Taylor and Francis
1931-308X,Taylor and Francis
1932-5614,Taylor and Francis
1934-6190,Taylor and Francis
1937-3260,Taylor and Francis
1937-5247,Taylor and Francis
1938-1964,Taylor and Francis
1939-0459,Taylor and Francis
1940-9044,Taylor and Francis
1941-5532,Taylor and Francis
1942-4620,Taylor and Francis
1943-0892,Taylor and Francis
1944-3986,Taylor and Francis
1949-095X,Taylor and Francis
1949-0992,Taylor and Francis
2042-3489,Taylor and Francis
2043-0779,Taylor and Francis
2050-473X,Taylor and Francis
2057-3316,Taylor and Francis
2093-761X,Taylor and Francis
2157-3735,Taylor and Francis
2159-7073,Taylor and Francis
2162-3988,Taylor and Francis
2162-8130,Taylor and Francis
2164-0599,Taylor and Francis
2164-828X,Taylor and Francis
2165-347X,Taylor and Francis
2165-9079,Taylor and Francis
2166-2630,Taylor and Francis
2166-5044,Taylor and Francis
2224-3682,Taylor and Francis
2287-108X,Taylor and Francis
2325-8020,Taylor and Francis
2376-0818,Taylor and Francis
2380-9000,Taylor and Francis
2470-8593,Taylor and Francis
1091-8213,The Electrochemical Society
1099-0062,The Electrochemical Society
1938-5862,The Electrochemical Society
2162-8726,The Electrochemical Society
2162-8750,The Electrochemical Society
0023-2165,Thieme
0720-4299,Thieme
0935-8943,Thieme
2194-9379,Thieme
0001-7868,Thieme
0012-0472,Thieme
0014-0082,Thieme
0016-5751,Thieme
0020-0336,Thieme
0034-3536,Thieme
0044-2771,Thieme
0044-409X,Thieme
0172-4614,Thieme
0177-2309,Thieme
0300-8630,Thieme
0303-4259,Thieme
0340-2541,Thieme
0341-0501,Thieme
0341-051X,Thieme
0342-0477,Thieme
0722-1819,Thieme
0722-219X,Thieme
0723-7065,Thieme
0932-0555,Thieme
0932-8114,Thieme
0934-8387,Thieme
0937-2032,Thieme
0939-2661,Thieme
0940-6689,Thieme
0941-3790,Thieme
0942-6035,Thieme
0948-2393,Thieme
0949-1619,Thieme
1432-2625,Thieme
1434-0275,Thieme
1438-2563,Thieme
1438-7026,Thieme
1438-9002,Thieme
1438-9010,Thieme
1439-0930,Thieme
1439-5142,Thieme
1439-9903,Thieme
1610-5044,Thieme
1615-2921,Thieme
1616-0681,Thieme
1864-6697,Thieme
2511-3658,Thieme
0044-3751,Walter de Gruyter
1314-2224,Walter de Gruyter
2164-6287,Walter de Gruyter
0949-0345,Walter de Gruyter
1478-9906,Walter de Gruyter
1539-8323,Walter de Gruyter
1864-7022,Walter de Gruyter
1867-1152,Walter de Gruyter
2192-8207,Walter de Gruyter
2363-4774,Walter de Gruyter
2363-5525,Walter de Gruyter
0341-8375,Walter de Gruyter
0722-480X,Walter de Gruyter
0177-3593,Walter de Gruyter
0071-0490,Walter de Gruyter
0165-4888,Walter de Gruyter
0939-4974,Walter de Gruyter
1438-3292,Walter de Gruyter
1612-9229,Walter de Gruyter
0098-6151,Walter de Gruyter
2379-2884,Walter de Gruyter
0963-2719,White Horse Press
0967-3407,White Horse Press
1973-3739,White Horse Press
0002-9483,Wiley
0003-150X,Wiley
0006-341X,Wiley
0007-0963,Wiley
0007-1285,Wiley
0014-3820,Wiley
0023-9216,Wiley
0028-4289,Wiley
0032-3195,Wiley
0035-9254,Wiley
0046-9750,Wiley
0141-6790,Wiley
0250-832X,Wiley
0266-8254,Wiley
0270-9139,Wiley
0307-6938,Wiley
0309-8249,Wiley
0591-2385,Wiley
0741-5400,Wiley
0748-4526,Wiley
0884-0431,Wiley
0918-7545,Wiley
0938-8982,Wiley
0964-1998,Wiley
1010-061X,Wiley
1022-4653,Wiley
1051-0559,Wiley
1056-8190,Wiley
1059-1478,Wiley
1059-4329,Wiley
1071-7641,Wiley
1364-5072,Wiley
1369-7412,Wiley
1527-6465,Wiley
1538-7836,Wiley
1600-6135,Wiley
1757-7802,Wiley
0008-8994,Wiley
0009-9104,Wiley
0024-1164,Wiley
0091-7648,Wiley
0160-7960,Wiley
0172-1518,Wiley
0271-0579,Wiley
0883-8305,Wiley
0898-5952,Wiley
0962-8770,Wiley
0967-0750,Wiley
1042-0967,Wiley
1055-615X,Wiley
1066-5099,Wiley
1090-8811,Wiley
1094-7159,Wiley
1099-0399,Wiley
1099-2871,Wiley
1476-9263,Wiley
1740-9705,Wiley
1751-2816,Wiley
1759-7684,Wiley
2050-5868,Wiley
2161-0029,Wiley
2161-2234,Wiley
2379-6154,Wiley
0887-624X,Wiley
1553-0841,Wiley
1817-0641,Wiley
1750-4708,Wiley
0095-9898,Wiley
1060-3999,Wiley
1065-7258,Wiley
1065-7541,Wiley
1075-4261,Wiley
1082-5010,Wiley
1098-2388,Wiley
1099-0747,Wiley
1355-5626,Wiley
1520-6432,Wiley
1743-5005,Wiley
1878-0075,Wiley
0730-4625,Wolters Kluwer Health
1095-4120,Wolters Kluwer Health
1531-5754,Wolters Kluwer Health
1542-5983,Wolters Kluwer Health
1744-1595,Wolters Kluwer Health
2202-4433,Wolters Kluwer Health
2325-7237,Wolters Kluwer Health
2731-9423,Springer Nature
2731-8710,Springer Nature
2752-9665,Edward Elgar Publishing
2345-7376,World Scientific
2591-7226,World Scientific
2516-4376,Emerald
1091-5397,Wolters Kluwer Health
0044-6394,Wolters Kluwer Health
1080-9775,Wolters Kluwer Health
0149-9009,Wolters Kluwer Health
0163-2108,Wolters Kluwer Health
1527-4268,Wolters Kluwer Health
1054-0725,Wolters Kluwer Health
2473-4276,Wolters Kluwer Health
2688-1527,Wolters Kluwer Health
2473-4284,Wolters Kluwer Health
0732-183X,Wolters Kluwer Health
1543-9879,Wolters Kluwer Health
0276-2234,Wolters Kluwer Health
0894-7376,Wolters Kluwer Health
0745-7472,Wolters Kluwer Health
2380-0216,Wolters Kluwer Health
0882-5645,Wolters Kluwer Health
2731-6726,Springer Nature
2731-0868,Springer Nature
1875-855X,Walter de Gruyter
2668-9545,Walter de Gruyter
1011-2855,Walter de Gruyter
1223-8139,Walter de Gruyter
2346-5492,Walter de Gruyter
0324-8569,Walter de Gruyter
2543-6821,Walter de Gruyter
2232-2825,Walter de Gruyter
2718-4978,Walter de Gruyter
2810-2010,Walter de Gruyter
2182-4916,Walter de Gruyter
1647-712X,Walter de Gruyter
2217-3668,Walter de Gruyter
2182-942X,Walter de Gruyter
2732-656X,Walter de Gruyter
1213-8770,Walter de Gruyter
2227-5789,Walter de Gruyter
2217-7973,Walter de Gruyter
2744-1687,Walter de Gruyter
2631-987X,Walter de Gruyter
1584-5990,Walter de Gruyter
1218-4586,Walter de Gruyter
2359-8093,Walter de Gruyter
2182-1968,Walter de Gruyter
1855-4202,Walter de Gruyter
1843-6188,Walter de Gruyter
2956-0454,Walter de Gruyter
2067-9440,Walter de Gruyter
1072-0162,Taylor and Francis
0004-9670,Taylor and Francis
2405-4496,Brill
2167-2857,Taylor and Francis
1543-5180,Taylor and Francis
1135-8122,Taylor and Francis
2641-5321,Taylor and Francis
2325-6214,Taylor and Francis
2164-232X,Taylor and Francis
1092-9088,Taylor and Francis
